6/14/2016,20150904_100_LS,0.5
5/27/2016,20150904_100_LS,1
5/27/2016,20150914_100_LS,0.75
6/14/2016,20160324_100_RS,0.75
5/25/2016,20160324_101_RS,0.25
5/25/2016,20160331_100_RS,0.25
5/25/2016,20160408_100_XZ,1.5
5/25/2016,20160408_101_XZ,1
6/1/2016,20160421_100_JS,0.25
5/25/2016,20160506_100_20X_JC,0.25
5/25/2016,20160506_100_63X_1_JC,0.25
5/25/2016,20160506_100_63X_2_JC,0.25
5/25/2016,20160506_100_JC,1.75
6/1/2016,20160509_YS,0
6/15/2016,20160518_100_RS,4
6/1/2016,20160524_YS,1.75
6/17/2016,20160527_100_KK,6.5
6/20/2016,20160527_101_SH,11.75
6/1/2016,20160531_YS,2.5
6/15/2016,20160602_100_KK,2.75
6/10/2016,20160603_100_YS,0
6/16/2016,20160616_100_YS,1.75
