6/20/2016,7.75
6/21/2016,8
6/22/2016,7.5
6/23/2016,8
6/24/2016,10.5
6/25/2016,2
6/27/2016,8.25
6/28/2016,11
6/29/2016,8
6/30/2016,8
7/1/2016,8
7/11/2016,8
7/12/2016,9
7/13/2016,8.25
7/14/2016,6.5
7/15/2016,7.75
7/18/2016,8
7/4/2016,8
7/5/2016,8
7/6/2016,8
7/7/2016,8
7/8/2016,8
