8/23/2016, 3 ,8.75,0.75
8/24/2016, 4 ,7,-1
8/25/2016, 5 ,7,-1
8/26/2016, 6 ,7.75,-0.25
8/27/2016, 7 ,2.25,2.25
8/28/2016, 1 ,1.25,1.25
8/29/2016, 2 ,7.75,-0.25
8/30/2016, 3 ,7.5,-0.5
8/31/2016, 4 ,6.75,-1.25
9/1/2016, 5 ,9,1
9/11/2016, 1 ,4,4
9/2/2016, 6 ,8.75,0.75
9/6/2016, 3 ,8,0
9/7/2016, 4 ,9,1
9/8/2016, 5 ,7,-1
9/9/2016, 6 ,20.5,12.5
