7/25/2016,11:30 AM,PTR Chores,email; calendar,
7/25/2016,11:45 AM,SH - other imaging,sort out paperwork,other
7/25/2016,11:50 AM,MA - post,slide maps,20160719-04-MA-1
7/25/2016,11:53 AM,MA - post,slide maps,20160719-05-MA-1
7/25/2016,11:55 AM,SH - post,Susana's images,20160701-100-SH-1
7/25/2016,12:00 PM,SH - post,Susana's images,20160701-101-SH-1
7/25/2016,12:05 PM,Reiser,analysis,
7/25/2016,12:10 PM,SH - post,Susana's images,20160701-100-SH-1
7/25/2016,12:35 PM,SH - post,Susana's images,20160701-101-SH-1
7/25/2016,12:49 PM,XZ - setup,rerun,20160630-101-XZ-4
7/25/2016,1:00 PM,XZ - PTR-IHC update,,20160630-101-XZ-3
7/25/2016,1:12 PM,Reiser,analysis,
7/25/2016,1:20 PM,lunch,,
7/25/2016,1:45 PM,Reiser,analysis,
7/25/2016,2:00 PM,PTR Chores,request PTO,
7/25/2016,2:05 PM,Reiser,analysis,
7/25/2016,3:00 PM,XZ - setup,confocal,20160630-101-XZ-4
7/25/2016,5:12 PM,Reiser,cross,
7/25/2016,5:55 PM,depart,,
7/26/2016,8:50 AM,XZ - post,remove; copy-img,20160630-101-XZ-4
7/26/2016,9:10 AM,lunch,,
7/26/2016,9:30 AM,XZ - post,examine error; QC; MIPs; slidemap; stats; copy-PTR public HD; email,20160630-101-XZ-4
7/26/2016,9:50 AM,PTR Chores,email; calendar,
7/26/2016,10:50 AM,Reiser,analysis,
7/26/2016,11:50 AM,lunch,,
7/26/2016,12:20 PM,Reiser,analysis,
7/26/2016,2:20 PM,PTR Chores,chargebacks,
7/26/2016,2:30 PM,Reiser,analysis,
7/26/2016,3:20 PM,XZ - setup,confocal,20160630-101-XZ-5
7/26/2016,4:45 PM,Reiser,sort,
7/26/2016,5:15 PM,XZ - post,remove; copy-img,20160630-101-XZ-5
7/26/2016,5:40 PM,depart,,
7/27/2016,9:05 AM,PTR Chores,email; calendar,
7/27/2016,9:15 AM,PTR Chores,PTO,
7/27/2016,9:30 AM,XZ - post,copy-PTR;MIPs;slidemaps;email;QC;tables,20160630-101-XZ-5
7/27/2016,10:48 AM,MA - setup,prep,20160719-04-MA-1
7/27/2016,11:24 AM,PTR Chores,calendars,
7/27/2016,11:30 AM,lunch,,
7/27/2016,12:00 PM,MA - setup,prep,20160719-04-MA-1
7/27/2016,12:20 PM,MA - setup,confocal,20160719-04-MA-1
7/27/2016,2:25 PM,Reiser,analysis,
7/27/2016,5:00 PM,depart,,
7/28/2016,8:10 AM,PTR Chores,email; calendar,
7/28/2016,8:25 AM,MA - post,rename,20160719-04-MA-1
7/28/2016,8:35 AM,MA - setup,prep,20160719-05-MA-1
7/28/2016,9:00 AM,MA - setup,confocal,20160719-05-MA-1
7/28/2016,10:15 AM,MA - post,,20160719-05-MA-1
7/28/2016,11:24 AM,Reiser,thaw starvation media,
7/28/2016,11:30 AM,lunch,,
7/28/2016,12:00 PM,Reiser,experiment,
7/28/2016,1:28 PM,Reiser,experiment,
7/28/2016,3:10 PM,MA - post,,20160719-04-MA-1
7/28/2016,3:28 PM,MA - post,,20160719-05-MA-1
7/28/2016,4:20 PM,Reiser,experiment,
7/28/2016,4:48 PM,Reiser,analysis,
7/28/2016,5:00 PM,depart,,
7/29/2016,9:30 AM,PTR Chores,email; calendar,
7/29/2016,9:50 AM,Reiser,analysis,
7/29/2016,10:30 AM,PTR Chores,email; calendar,
7/29/2016,10:53 AM,Reiser,analysis,
7/29/2016,11:15 AM,PTR Chores,email; calendar,
7/29/2016,12:15 PM,lunch,,
7/29/2016,12:55 PM,PTR Chores,PTR-IHC Smartsheet & daily log,
7/29/2016,2:20 PM,Reiser,analysis,
7/29/2016,2:55 PM,PTR Chores,smartsheet,20160630-101-XZ-4
7/29/2016,3:10 PM,PTR Chores,smartsheet,20160630-101-XZ-5
7/29/2016,3:20 PM,Other imaging,new binder,
7/29/2016,3:38 PM,PTR Chores,set up word for printing labels,
7/29/2016,4:40 PM,Reiser,analysis,
7/29/2016,5:25 PM,depart,,
8/1/2016,8:50 AM,PTR Chores,email; calendar,
8/1/2016,9:10 AM,Reiser,analysis,
8/1/2016,11:10 AM,XZ - setup,prep for 63X imaging,20160624-100-63X-XZ
8/1/2016,11:20 AM,Reiser,analysis,
8/1/2016,3:00 PM,XZ - setup,confocal,20160624-100-63X-XZ
8/1/2016,3:50 PM,Reiser,copy files to my folder,
8/1/2016,4:50 PM,XZ - setup,change confocal settings & restart,20160624-100-63X-XZ
8/1/2016,5:00 PM,depart,,
8/2/2016,8:05 AM,XZ - post,remove; copy-img,20160624-100-63X-XZ
8/2/2016,8:20 AM,XZ - post,copy to PTR Public HD,20160624-100-63X-XZ
8/2/2016,8:40 AM,PTR Chores,email; calendar,
8/2/2016,9:10 AM,PTR Chores,filemaker printer issues,
8/2/2016,10:05 AM,XZ - post,confocal tables; email,20160624-100-63X-XZ
8/2/2016,10:20 AM,PTR Chores,PTR-IHC Smartsheet,20160624-100-63X-XZ
