10/3/2016,9:30 AM,Reiser,cross,
10/3/2016,11:15 AM,Nitaback,,
10/3/2016,11:45 AM,lunch,,
10/3/2016,12:15 PM,SH Prep,,20160915_100_20X_SH
10/3/2016,12:45 PM,Nitaback,,
10/3/2016,12:55 PM,Group Meeting,PTR team,
10/3/2016,2:00 PM,SH Prep,,20160915_100_20X_SH
10/3/2016,2:30 PM,GI Meeting,,20160915_100_20X_SH
10/3/2016,3:30 PM,SH Setup,,20160915_100_20X_SH
10/3/2016,5:40 PM,depart,,
10/4/2016,7:45 AM,Other Imaging,future calendar,
10/4/2016,8:30 AM,PTR Chores,email; calendars,
10/4/2016,8:40 AM,XZ Post,,20160830_102_20X_XZ-5
10/4/2016,9:00 AM,SH Post,,20160915_101_20X_SH
10/4/2016,10:15 AM,SH Post,,20160915_101_20X_SH-2
10/4/2016,11:30 AM,lunch,,
10/4/2016,12:00 PM,SH Prep,,20160922_102_20X_SH
10/4/2016,12:30 PM,SH Post,,20160915_100_20X_SH
10/4/2016,3:00 PM,SH Setup,,20160922_102_20X_SH
10/4/2016,4:25 PM,PTR Chores,chargebacks,
10/4/2016,5:00 PM,depart,,
10/5/2016,7:40 AM,SH Post,,20160922_102_20X_SH
10/5/2016,7:50 AM,PTR Chores,email; calendars,
10/5/2016,8:15 AM,Other Imaging,future calendar,
10/5/2016,8:45 AM,Nitaback,,
10/5/2016,10:20 AM,SH Post,,20160922_102_20X_SH
10/5/2016,11:30 AM,lunch,,
10/5/2016,12:00 PM,Reiser,sort,
10/5/2016,2:00 PM,Nitaback,,
10/5/2016,3:00 PM,SH Prep,meeting,
10/5/2016,3:05 PM,Nitaback,,
10/5/2016,3:37 PM,lunch,,
10/5/2016,4:30 PM,Nitaback,,
10/5/2016,5:30 PM,depart,,
10/6/2016,10:40 AM,PTR Chores,email; calendars,
10/6/2016,10:50 AM,Other Imaging,future calendar,
10/6/2016,11:05 AM,SH Prep,,20160915_100_20X_SH-2
10/6/2016,11:20 AM,SH Prep,,20160922_101_20X_SH
10/6/2016,11:35 AM,lunch,,
10/6/2016,12:05 PM,SH Prep,meeting,
10/6/2016,12:30 PM,Nitaback,,
10/6/2016,1:00 PM,SH Prep,meeting,
10/6/2016,2:00 PM,Nitaback,,
10/6/2016,4:00 PM,Group Meeting,Mike Dolan,
10/6/2016,4:45 PM,Nitaback,,
10/6/2016,5:40 PM,depart,,
10/7/2016,8:00 AM,Nitaback,,
10/7/2016,10:00 AM,PTR Chores,email; calendars,
10/7/2016,10:30 AM,SH Prep,,20160915_100_20X_SH
10/7/2016,10:45 AM,GI Meeting,,
10/7/2016,12:10 PM,Reiser,experiment,
10/7/2016,3:15 PM,Other Imaging,calendar updates,
10/7/2016,5:30 PM,depart,,
10/10/2016,9:00 AM,PTO,,
10/10/2016,5:00 PM,depart,,
10/11/2016,9:00 AM,PTO,,
10/11/2016,5:00 PM,depart,,
10/12/2016,8:30 AM,PTR Chores,email; calendars,
10/12/2016,8:45 AM,Other Imaging,calendars,
10/12/2016,10:40 AM,Nitaback,,
10/12/2016,11:35 AM,lunch,,
10/12/2016,12:05 PM,Nitaback,,
10/12/2016,1:30 PM,Reiser,sort,
10/12/2016,4:30 PM,GI Meeting,,
10/12/2016,5:30 PM,depart,,
10/13/2016,10:50 AM,PTR Chores,email; calendars,
10/13/2016,11:00 AM,PTR Chores,timesheet,
10/13/2016,11:05 AM,SH Prep,,20160915_100_20X_SH-2
10/13/2016,11:40 AM,lunch,,
10/13/2016,12:10 PM,Other Imaging,disk space (SH),
10/13/2016,1:45 PM,SH Prep,,20160915_100_20X_SH-2
10/13/2016,2:40 PM,GI Meeting,,
10/13/2016,3:00 PM,Other Imaging,w/Aaron 3 track spd,
10/13/2016,3:20 PM,Nitaback,,
10/13/2016,4:00 PM,lunch,,
10/13/2016,5:00 PM,Nitaback,,
10/13/2016,6:00 PM,SH Setup,,20160915_100_20X_SH-2
10/13/2016,8:19 PM,depart,,
10/14/2016,7:55 AM,SH Post,,20160915_100_20X_SH-2
10/14/2016,9:30 AM,PTR Chores,email; calendars,
10/14/2016,9:40 AM,SH Prep,,20160922_100_20X_SH
10/14/2016,10:05 AM,YD Prep,,YD
10/14/2016,10:15 AM,Nitaback,,
10/14/2016,10:45 AM,GI Meeting,,
10/14/2016,11:45 AM,lunch,,
10/14/2016,12:15 PM,Reiser,experiment,
10/14/2016,2:00 PM,Group Meeting,SH,
10/14/2016,2:20 PM,Reiser,experiment,
10/14/2016,3:00 PM,Nitaback,,
10/14/2016,3:10 PM,Reiser,experiment,
10/14/2016,3:40 PM,Nitaback,,
10/14/2016,4:25 PM,Reiser,,
10/14/2016,4:41 PM,GI Meeting,,
10/14/2016,5:35 PM,Nitaback,,
10/14/2016,5:45 PM,depart,,
10/16/2016,7:45 PM,SH Prep,,20160922_101_20X_SH
10/16/2016,8:00 PM,SH Setup,,20160922_101_20X_SH
10/16/2016,11:20 PM,depart,,
10/17/2016,8:00 AM,SH Post,,20160922_100_20X_SH
10/17/2016,8:10 AM,PTR Chores,email; calendars,
10/17/2016,8:20 AM,Reiser,cross,
10/17/2016,8:50 AM,SH Prep,,20160922_101_20X_SH-2
10/17/2016,9:05 AM,Other Imaging,disk space,
10/17/2016,10:15 AM,Reiser,cross,
10/17/2016,11:40 AM,lunch,,
10/17/2016,12:10 PM,Reiser,analysis,
10/17/2016,12:23 PM,SH Post,QC,20160922_101_20X_SH
10/17/2016,1:00 PM,Group Meeting,team,
10/17/2016,2:05 PM,Reiser,cross,
10/17/2016,2:45 PM,Nitaback,,
10/17/2016,3:20 PM,SH Setup,,20160922_101_20X_SH-2
10/17/2016,5:00 PM,depart,,
10/18/2016,8:10 AM,SH Post,,20160922_101_20X_SH-2
10/18/2016,8:15 AM,PTR Chores,email; calendars,
10/18/2016,8:30 AM,Reiser,analysis,
10/18/2016,9:00 AM,Nitaback,,
10/18/2016,10:00 AM,Reiser,analysis,
10/18/2016,10:15 AM,Nitaback,,
10/18/2016,10:50 AM,Reiser,analysis,
10/18/2016,11:12 AM,Nitaback,,
10/18/2016,11:30 AM,lunch,,
10/18/2016,12:15 PM,SH Post,,20160922_101_20X_SH-2
10/18/2016,1:40 PM,PTR Chores,chargebacks,
10/18/2016,3:10 PM,GI Meeting,,20160922_101_20X_SH-2
10/18/2016,3:50 PM,SH Post,stats,
10/18/2016,5:00 PM,depart,,
10/19/2016,9:00 AM,PTR Chores,email; calendars,
10/19/2016,9:20 AM,SH Post,,20160915_101_20X_SH
10/19/2016,9:40 AM,,,20160922_102_20X_SH
10/19/2016,10:00 AM,,,20160922_101_20X_SH
10/19/2016,10:20 AM,,,20160922_101_20X_SH-2
10/19/2016,10:40 AM,,,20160915_100_20X_SH
10/19/2016,11:00 AM,,,20160915_100_20X_SH-2
10/19/2016,11:20 AM,lunch,,
10/19/2016,12:00 PM,classes & training,FlyLight training,
10/19/2016,1:10 PM,GI Meeting,,
10/19/2016,1:30 PM,Reiser,sort,
10/19/2016,2:40 PM,Reiser,analysis,
10/19/2016,2:50 PM,SH Post,stats,
10/19/2016,3:15 PM,lunch,,
10/19/2016,4:45 PM,Other Imaging,stats pgm improvements,
10/19/2016,5:45 PM,lunch,,
10/19/2016,6:00 PM,Nitaback,,
10/19/2016,8:00 PM,depart,,
10/20/2016,11:00 AM,PTR Chores,email; calendars,
10/20/2016,11:10 AM,Nitaback,,
10/20/2016,11:454 am,lunch,,
10/20/2016,12:15 PM,SH Post,check criteria used,20160915_100_20X_SH
10/20/2016,12:20 PM,,,20160915_101_20X_SH-2
10/20/2016,12:30 PM,,,20160922_101_20X_SH
10/20/2016,12:40 PM,,,20160922_102_20X_SH
10/20/2016,12:50 PM,Nitaback,,
10/20/2016,2:15 PM,YD Prep,,20161013_100_20X_YD
10/20/2016,2:25 PM,YD Prep,,20161013_101_20X_YD
10/20/2016,2:35 PM,YD Setup,,20161013_101_20X_YD
10/20/2016,3:45 PM,Nitaback,,
10/20/2016,3:55 PM,SH Post,stats,
10/20/2016,4:15 PM,Nitaback,,
10/20/2016,6:30 PM,YD Setup,,20161013_100_20X_YD
10/20/2016,7:40 PM,depart,,
10/21/2016,9:20 AM,PTR Chores,email; calendars,
10/21/2016,9:30 AM,GI Meeting,prep,
10/21/2016,10:20 AM,YD Post,,20161013_101_20X-YD
10/21/2016,10:30 AM,YD Post,,20161013_100_20X_YD
10/21/2016,10:40 AM,GI Meeting,,
10/21/2016,11:30 AM,lunch,,
10/21/2016,12:00 PM,SH Post,email re: image intensity,20160915_100_20X_SH-2
10/21/2016,12:10 PM,Reiser,experiment,
10/21/2016,12:30 PM,SH Post,stats,
10/21/2016,1:00 PM,Reiser,experiment,
10/21/2016,2:50 PM,SH Prep,,20160929_100_20X_SH
10/21/2016,3:05 PM,SH Prep,,20160922_101_20X_SH-3
10/21/2016,3:20 PM,SH Prep,,20160915_100_20X_SH-3
10/21/2016,3:30 PM,GI Meeting,,
10/21/2016,3:55 PM,PTR Chores,chargebacks,
10/21/2016,5:00 PM,depart,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
