10/1/2016,3.0
10/10/2016,8.0
10/11/2016,8.0
10/12/2016,8.75
10/13/2016,7.75
10/14/2016,9.75
10/16/2016,3.5
10/17/2016,8.75
10/18/2016,8.0
10/19/2016,8.25
10/2/2016,1.0
10/20/2016,8.75
10/21/2016,7.25
10/3/2016,8.5
10/4/2016,8.75
10/5/2016,8.5
10/6/2016,6.75
10/7/2016,9.5
9/26/2016,7.25
9/27/2016,8.25
9/28/2016,8.0
9/29/2016,5.75
9/30/2016,8.0
